Time,Humidity,Temperature,Voltage,fan,heat
10/11 18:59,41.7,23.4,0,0,0
10/11 18:59,41.6,23.4,0,0,0
10/11 18:59,41.5,23.3,0,0,0
10/11 19:0,41.5,23.3,0,0,0
10/11 19:0,41.6,23.3,0,0,0
10/11 19:0,41.5,23.3,0,0,0
10/11 19:0,41.5,23.3,0,0,0
10/11 19:0,41.5,23.3,0,0,0
10/11 19:0,41.6,23.3,0,0,0
10/11 19:0,41.5,23.3,0,0,0
10/11 19:0,41.6,23.3,0,0,0
10/11 19:0,41.6,23.3,0,0,0
10/11 19:0,41.6,23.3,0,0,0
10/11 19:0,41.6,23.3,0,0,0
10/11 19:0,41.5,23.3,0,0,0
10/11 19:0,41.4,23.2,0,0,0
10/11 19:0,41.4,23.2,0,0,0
10/11 19:0,41.4,23.2,0,0,0
10/11 19:0,41.4,23.2,0,0,0
10/11 19:0,41.4,23.2,0,0,0
10/11 19:0,41.4,23.2,0,0,0
10/11 19:0,41.3,23.2,0,0,0
10/11 19:0,41.4,23.2,0,0,0
10/11 19:0,41.3,23.2,0,0,0
10/11 19:0,41.3,23.2,0,0,0
10/11 19:0,41.2,23.2,0,0,0
10/11 19:0,41.1,23.2,0,0,0
10/11 19:0,40.9,23.1,0,0,0
10/11 19:0,40.8,23.1,0,0,0
10/11 19:0,40.7,23.1,0,0,0
10/11 19:0,40.7,23.1,0,0,0
10/11 19:0,40.5,23.1,0,0,0
10/11 19:0,40.3,23.0,0,0,0
10/11 19:0,40.3,23.0,0,0,0
10/11 19:0,40.3,23.0,0,0,0
10/11 19:0,40.3,23.0,0,0,0
10/11 19:1,40.3,23.0,0,0,0
10/11 19:1,40.3,23.0,0,0,0
10/11 19:1,40.2,22.9,0,0,0
10/11 19:1,40.2,22.9,0,0,0
10/11 19:1,40.2,22.9,0,0,0
10/11 19:1,40.2,22.9,0,0,0
10/11 19:1,40.2,22.9,0,0,0
10/11 19:1,40.2,22.9,0,0,0
10/11 19:1,40.2,22.9,0,0,0
10/11 19:1,40.2,22.9,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.7,0,0,0
10/11 19:1,40.1,22.8,0,0,0
10/11 19:1,40.1,22.7,0,0,0
10/11 19:1,40.1,22.7,0,0,0
10/11 19:1,40.1,22.7,0,0,0
10/11 19:1,40.1,22.7,0,0,0
10/11 19:1,40.0,22.6,0,0,0
10/11 19:1,40.0,22.6,0,0,0
10/11 19:1,40.0,22.6,0,0,0
10/11 19:1,40.0,22.6,0,0,0
10/11 19:1,40.0,22.6,0,0,0
10/11 19:1,40.0,22.6,0,0,0
10/11 19:1,40.0,22.6,0,0,0
10/11 19:2,40.0,22.6,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.9,22.5,0,0,0
10/11 19:2,39.8,22.4,0,0,0
10/11 19:2,39.9,22.4,0,0,0
10/11 19:2,39.9,22.4,0,0,0
10/11 19:2,39.9,22.4,0,0,0
10/11 19:2,39.9,22.4,0,0,0
10/11 19:2,39.9,22.4,0,0,0
10/11 19:2,39.9,22.4,0,0,0
10/11 19:2,39.9,22.3,0,0,0
10/11 19:2,39.9,22.4,0,0,0
10/11 19:2,39.9,22.3,0,0,0
10/11 19:2,39.9,22.3,0,0,0
10/11 19:2,39.9,22.3,0,0,0
10/11 19:2,39.9,22.3,0,0,0
10/11 19:2,39.9,22.3,0,0,0
10/11 19:2,39.9,22.2,0,0,0
10/11 19:2,39.9,22.2,0,0,0
10/11 19:2,39.9,22.2,0,0,0
10/11 19:2,39.9,22.2,0,0,0
10/11 19:2,39.8,22.1,0,0,0
10/11 19:3,39.9,22.1,0,0,0
10/11 19:3,39.9,22.1,0,0,0
10/11 19:3,39.9,22.1,0,0,0
10/11 19:3,39.9,22.1,0,0,0
10/11 19:3,39.9,22.1,0,0,0
10/11 19:3,39.8,22.0,0,0,0
10/11 19:3,39.8,22.0,0,0,0
10/11 19:3,39.8,22.0,0,0,0
10/11 19:3,39.9,22.0,0,0,0
10/11 19:3,39.9,22.0,0,0,0
10/11 19:3,39.9,22.0,0,0,0
10/11 19:3,39.8,21.9,0,0,0
10/11 19:3,39.9,21.9,0,0,0
10/11 19:3,39.9,21.9,0,0,0
10/11 19:3,39.9,21.9,0,0,0
10/11 19:3,39.9,21.9,0,0,0
10/11 19:3,39.9,21.8,0,0,0
10/11 19:3,39.9,21.8,0,0,0
10/11 19:3,39.9,21.8,0,0,0
10/11 19:3,39.9,21.8,0,0,0
10/11 19:3,40.0,21.8,0,0,0
10/11 19:3,40.0,21.8,0,0,0
10/11 19:3,40.1,21.8,0,0,0
10/11 19:3,40.0,21.7,0,0,0
10/11 19:3,40.1,21.7,0,0,0
10/11 19:3,40.1,21.7,0,0,0
10/11 19:3,40.1,21.7,0,0,0
10/11 19:3,40.1,21.7,0,0,0
10/11 19:3,40.1,21.7,0,0,0
10/11 19:4,40.1,21.6,0,0,0
10/11 19:4,40.1,21.6,0,0,0
10/11 19:4,40.1,21.6,0,0,0
10/11 19:4,40.1,21.6,0,0,0
10/11 19:4,40.1,21.6,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.5,0,0,0
10/11 19:4,40.0,21.4,0,0,0
10/11 19:4,40.0,21.4,0,0,0
10/11 19:4,40.0,21.4,0,0,0
10/11 19:4,40.0,21.4,0,0,0
10/11 19:4,40.1,21.4,0,0,0
10/11 19:4,40.1,21.4,0,0,0
10/11 19:4,40.0,21.3,0,0,0
10/11 19:4,40.1,21.4,0,0,0
10/11 19:4,40.1,21.3,0,0,0
10/11 19:4,40.1,21.3,0,0,0
10/11 19:4,40.2,21.3,0,0,0
10/11 19:4,40.2,21.3,0,0,0
10/11 19:4,40.1,21.2,0,0,0
10/11 19:4,40.1,21.2,0,0,0
10/11 19:4,40.2,21.3,0,0,0
10/11 19:4,40.2,21.2,0,0,0
10/11 19:4,40.2,21.2,0,0,0
10/11 19:4,40.3,21.2,0,0,0
10/11 19:4,40.3,21.2,0,0,0
10/11 19:5,40.3,21.2,0,0,0
10/11 19:5,40.2,21.1,0,0,0
10/11 19:5,40.2,21.1,0,0,0
10/11 19:5,40.2,21.1,0,0,0
10/11 19:5,40.2,21.1,0,0,0
10/11 19:5,40.2,21.1,0,0,0
10/11 19:5,40.2,21.1,0,0,0
10/11 19:5,40.3,21.1,0,0,0
10/11 19:5,40.2,21.0,0,0,0
10/11 19:5,40.2,21.0,0,0,0
10/11 19:5,40.3,21.0,0,0,0
10/11 19:5,40.3,21.0,0,0,0
10/11 19:5,40.3,21.0,0,0,0
10/11 19:5,40.3,21.0,0,0,0
10/11 19:5,40.3,21.0,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.9,0,0,0
10/11 19:5,40.3,20.8,0,0,0
10/11 19:5,40.3,20.8,0,0,0
10/11 19:5,40.3,20.8,0,0,0
10/11 19:5,40.3,20.8,0,0,0
10/11 19:5,40.3,20.8,0,0,0
10/11 19:5,40.3,20.8,0,0,0
10/11 19:5,40.3,20.8,0,0,0
10/11 19:5,40.3,20.7,0,0,0
10/11 19:5,40.4,20.8,0,0,0
10/11 19:5,40.3,20.7,0,0,0
10/11 19:5,40.4,20.7,0,0,0
10/11 19:6,40.5,20.7,0,0,0
10/11 19:6,40.4,20.6,0,0,0
10/11 19:6,40.4,20.6,0,0,0
10/11 19:6,40.4,20.6,0,0,0
10/11 19:6,40.4,20.6,0,0,0
10/11 19:6,40.4,20.6,0,0,0
10/11 19:6,40.5,20.6,0,0,0
10/11 19:6,40.5,20.6,0,0,0
10/11 19:6,40.5,20.6,0,0,0
10/11 19:6,40.4,20.5,0,0,0
10/11 19:6,40.5,20.6,0,0,0
10/11 19:6,40.4,20.5,0,0,0
10/11 19:6,40.4,20.5,0,0,0
10/11 19:6,40.5,20.5,0,0,0
10/11 19:6,40.4,20.5,0,0,0
10/11 19:6,40.5,20.5,0,0,0
10/11 19:6,40.4,20.4,0,0,0
10/11 19:6,40.4,20.4,0,0,0
10/11 19:6,40.5,20.4,0,0,0
10/11 19:6,40.4,20.4,0,0,0
10/11 19:6,40.5,20.4,0,0,0
10/11 19:6,40.5,20.4,0,0,0
10/11 19:6,40.5,20.4,0,0,0
10/11 19:6,40.4,20.3,0,0,0
10/11 19:6,40.6,20.4,0,0,0
10/11 19:6,40.6,20.4,0,0,0
10/11 19:6,40.6,20.4,0,0,0
10/11 19:6,40.4,20.3,0,0,0
10/11 19:6,40.4,20.3,0,0,0
10/11 19:6,40.5,20.3,0,0,0
10/11 19:6,40.5,20.3,0,0,0
10/11 19:6,40.6,20.3,0,0,0
10/11 19:6,40.6,20.3,0,0,0
10/11 19:6,40.5,20.2,0,0,0
10/11 19:6,40.6,20.3,0,0,0
10/11 19:6,40.5,20.2,0,0,0
10/11 19:6,40.5,20.2,0,0,0
10/11 19:6,40.6,20.2,0,0,0
10/11 19:6,40.6,20.2,0,0,0
10/11 19:7,40.6,20.2,0,0,0
10/11 19:7,40.6,20.2,0,0,0
10/11 19:7,40.6,20.1,0,0,0
10/11 19:7,40.6,20.1,0,0,0
10/11 19:7,40.6,20.1,0,0,0
10/11 19:7,40.6,20.1,0,0,0
10/11 19:7,40.6,20.1,0,0,0
10/11 19:7,40.6,20.1,0,0,0
10/11 19:7,40.6,20.0,0,0,0
10/11 19:7,40.6,20.0,0,0,0
10/11 19:7,40.6,20.0,0,0,0
10/11 19:7,40.6,20.0,0,0,0
10/11 19:7,40.6,20.0,0,0,0
10/11 19:7,40.6,20.0,0,0,0
10/11 19:7,40.7,20.0,0,0,0
10/11 19:7,40.7,20.0,0,0,0
10/11 19:7,40.7,19.9,0,0,0
10/11 19:7,40.8,20.0,0,0,0
10/11 19:7,40.8,19.9,0,0,0
10/11 19:7,40.8,19.9,0,0,0
10/11 19:7,40.7,19.8,0,0,0
10/11 19:7,40.8,19.9,0,0,0
10/11 19:7,40.9,19.8,0,0,0
10/11 19:7,41.1,19.8,0,0,0
10/11 19:7,41.2,19.8,0,0,0
10/11 19:7,41.0,19.7,0,0,0
10/11 19:7,41.1,19.7,0,0,0
10/11 19:7,41.1,19.7,0,0,0
10/11 19:7,41.1,19.7,0,0,0
10/11 19:7,41.1,19.7,0,0,0
10/11 19:7,41.1,19.7,0,0,0
10/11 19:8,41.2,19.7,0,0,0
10/11 19:8,41.2,19.7,0,0,0
10/11 19:8,41.1,19.6,0,0,0
10/11 19:8,41.1,19.6,0,0,0
10/11 19:8,41.1,19.6,0,0,0
10/11 19:8,41.1,19.6,0,0,0
10/11 19:8,41.1,19.6,0,0,0
10/11 19:8,41.1,19.6,0,0,0
10/11 19:8,41.0,19.5,0,0,0
10/11 19:8,41.0,19.5,0,0,0
10/11 19:8,41.0,19.5,0,0,0
10/11 19:8,41.0,19.5,0,0,0
10/11 19:8,41.0,19.5,0,0,0
10/11 19:8,41.0,19.5,0,0,0
10/11 19:8,40.9,19.4,0,0,0
10/11 19:8,40.9,19.4,0,0,0
10/11 19:8,41.0,19.4,0,0,0
10/11 19:8,41.0,19.4,0,0,0
10/11 19:8,41.0,19.4,0,0,0
10/11 19:8,41.0,19.4,0,0,0
10/11 19:8,41.1,19.4,0,0,0
10/11 19:8,41.2,19.4,0,0,0
10/11 19:8,41.2,19.3,0,0,0
10/11 19:8,41.2,19.3,0,0,0
10/11 19:8,41.3,19.3,0,0,0
10/11 19:8,41.3,19.3,0,0,0
10/11 19:8,41.3,19.3,0,0,0
10/11 19:8,41.4,19.3,0,0,0
10/11 19:8,41.4,19.3,0,0,0
10/11 19:8,41.4,19.3,0,0,0
10/11 19:8,41.4,19.3,0,0,0
10/11 19:8,41.4,19.2,0,0,0
10/11 19:8,41.5,19.2,0,0,0
10/11 19:9,41.5,19.2,0,0,0
10/11 19:9,41.6,19.2,0,0,0
10/11 19:9,41.6,19.2,0,0,0
10/11 19:9,41.6,19.2,0,0,0
10/11 19:9,41.5,19.1,0,0,0
10/11 19:9,41.6,19.1,0,0,0
10/11 19:9,41.6,19.1,0,0,0
10/11 19:9,41.7,19.1,0,0,0
10/11 19:9,41.8,19.1,0,0,0
10/11 19:9,41.8,19.1,0,0,0
10/11 19:9,41.8,19.0,0,0,0
10/11 19:9,41.8,19.0,0,0,0
10/11 19:9,41.9,19.0,0,0,0
10/11 19:9,41.9,19.0,0,0,0
10/11 19:9,41.9,18.9,0,0,0
10/11 19:9,42.0,18.9,0,0,0
10/11 19:9,42.0,18.9,0,0,0
10/11 19:9,42.0,18.9,0,0,0
10/11 19:9,42.0,18.8,0,0,0
10/11 19:9,42.1,18.8,0,0,0
10/11 19:9,42.1,18.8,0,0,0
10/11 19:9,42.1,18.8,0,0,0
10/11 19:10,42.2,18.8,0,0,0
10/11 19:10,42.2,18.7,0,0,0
10/11 19:10,42.4,18.7,0,0,0
10/11 19:10,42.4,18.6,0,0,0
10/11 19:10,42.4,18.6,0,0,0
10/11 19:10,42.4,18.6,0,0,0
10/11 19:10,42.5,18.6,0,0,0
10/11 19:10,42.6,18.5,0,0,0
10/11 19:10,42.8,18.5,0,0,0
10/11 19:10,42.8,18.4,0,0,0
10/11 19:10,42.7,18.4,0,0,0
10/11 19:10,42.7,18.4,0,0,0
10/11 19:10,42.7,18.4,0,0,0
10/11 19:10,42.7,18.4,0,0,0
10/11 19:10,42.7,18.3,0,0,0
10/11 19:10,42.8,18.4,0,0,0
10/11 19:11,42.8,18.3,0,0,0
10/11 19:11,42.8,18.3,0,0,0
10/11 19:11,42.9,18.3,0,0,0
10/11 19:11,43.0,18.3,0,0,0
10/11 19:11,43.0,18.2,0,0,0
10/11 19:11,43.0,18.2,0,0,0
10/11 19:11,43.1,18.2,0,0,0
10/11 19:11,43.2,18.2,0,0,0
10/11 19:11,43.2,18.2,0,0,0
10/11 19:11,43.2,18.2,0,0,0
10/11 19:11,43.2,18.2,0,0,0
10/11 19:11,43.3,18.2,0,0,0
10/11 19:11,43.3,18.1,0,0,0
10/11 19:11,43.4,18.1,0,0,0
10/11 19:11,43.4,18.1,0,0,0
10/11 19:11,43.4,18.1,0,0,0
10/11 19:11,43.4,18.1,0,0,0
10/11 19:11,43.3,18.0,0,0,0
10/11 19:11,43.4,18.1,0,0,0
10/11 19:11,43.4,18.0,0,0,0
10/11 19:11,43.4,18.0,0,0,0
10/11 19:11,43.5,18.0,0,0,0
10/11 19:11,43.5,18.0,0,0,0
10/11 19:11,43.5,18.0,0,0,0
10/11 19:11,43.5,17.9,0,0,0
10/11 19:12,43.6,18.0,0,0,0
10/11 19:12,43.6,17.9,0,0,0
10/11 19:12,43.6,17.9,0,0,0
10/11 19:12,43.6,17.9,0,0,0
10/11 19:12,43.7,17.9,0,0,0
10/11 19:12,43.7,17.9,0,0,0
10/11 19:12,43.8,17.9,0,0,0
10/11 19:12,43.7,17.8,0,0,0
10/11 19:12,43.8,17.8,0,0,0
10/11 19:12,43.8,17.8,0,0,0
10/11 19:12,43.8,17.8,0,0,0
10/11 19:12,43.8,17.8,0,0,0
10/11 19:12,43.8,17.8,0,0,0
10/11 19:12,43.8,17.8,0,0,0
10/11 19:12,43.8,17.8,0,0,0
10/11 19:12,43.8,17.8,0,0,0
10/11 19:12,43.9,17.8,0,0,0
10/11 19:12,43.9,17.8,0,0,0
10/11 19:12,43.9,17.8,0,0,0
10/11 19:12,43.9,17.7,0,0,0
10/11 19:12,43.9,17.7,0,0,0
10/11 19:12,44.0,17.7,0,0,0
10/11 19:12,44.0,17.7,0,0,0
10/11 19:12,44.0,17.7,0,0,0
10/11 19:12,44.0,17.7,0,0,0
10/11 19:12,44.1,17.7,0,0,0
10/11 19:12,44.1,17.7,0,0,0
10/11 19:12,44.1,17.7,0,0,0
10/11 19:12,44.1,17.6,0,0,0
10/11 19:12,44.2,17.7,0,0,0
10/11 19:12,44.2,17.6,0,0,0
10/11 19:12,44.2,17.6,0,0,0
10/11 19:13,44.4,17.6,0,0,0
10/11 19:13,44.4,17.5,0,0,0
10/11 19:13,44.4,17.5,0,0,0
10/11 19:13,44.5,17.5,0,0,0
10/11 19:13,44.5,17.5,0,0,0
