time
2019-09-27 00:11:27.228306
2019-09-27 00:16:27.232561
2019-09-27 00:21:27.302404
2019-09-27 00:26:27.312395
2019-09-27 00:31:27.368869
2019-09-27 00:36:27.450825
2019-09-27 00:41:27.551738
2019-09-27 00:46:27.652753
2019-09-27 00:51:27.753679
2019-09-27 00:56:27.786883
2019-09-27 01:01:27.821367
2019-09-27 01:06:27.859659
2019-09-27 01:11:27.862393
2019-09-27 01:16:27.912390
2019-09-27 01:21:27.922399
2019-09-27 01:26:27.952388
2019-09-27 01:31:27.986198
2019-09-27 01:36:27.992388
2019-09-27 01:41:28.093319
2019-09-27 01:46:28.194259
2019-09-27 01:51:28.295172
2019-09-27 01:56:28.318867
2019-09-27 02:01:28.322629
2019-09-27 02:06:28.327323
2019-09-27 02:11:28.331991
2019-09-27 02:16:28.335788
2019-09-27 02:21:28.339796
2019-09-27 02:26:28.343973
2019-09-27 02:31:28.347546
2019-09-27 02:36:28.352842
2019-09-27 02:41:28.356688
2019-09-27 02:46:28.361391
2019-09-27 02:51:28.364707
2019-09-27 02:56:28.369689
2019-09-27 03:01:28.374327
2019-09-27 03:06:28.378859
2019-09-27 03:11:28.382952
2019-09-27 03:16:28.386523
2019-09-27 03:21:28.391940
2019-09-27 03:26:28.396243
2019-09-27 03:31:28.401441
2019-09-27 03:36:28.406091
2019-09-27 03:41:28.410343
2019-09-27 03:46:28.414042
2019-09-27 03:51:28.418689
2019-09-27 03:56:28.422924
2019-09-27 04:01:28.523827
2019-09-27 04:06:28.624833
2019-09-27 04:11:28.725738
2019-09-27 04:16:28.826637
2019-09-27 04:21:28.927554
2019-09-27 04:26:29.028457
2019-09-27 04:31:29.129370
2019-09-27 04:36:29.230269
2019-09-27 04:41:29.331172
2019-09-27 04:46:29.432087
2019-09-27 04:51:29.533087
2019-09-27 04:56:29.633981
2019-09-27 05:01:29.734903
2019-09-27 05:06:29.835810
2019-09-27 05:11:29.936705
2019-09-27 05:16:29.972737
2019-09-27 05:21:30.073626
2019-09-27 05:26:30.174529
2019-09-27 05:31:30.223021
2019-09-27 05:36:30.323913
2019-09-27 05:41:30.424798
2019-09-27 05:46:30.525696
2019-09-27 05:51:30.626595
2019-09-27 05:56:30.727489
2019-09-27 06:01:30.828395
2019-09-27 06:06:30.929314
2019-09-27 06:11:31.030204
2019-09-27 06:16:31.131097
2019-09-27 06:21:31.232013
2019-09-27 06:26:31.333026
2019-09-27 06:31:31.433939
2019-09-27 06:36:31.534840
2019-09-27 06:41:31.635717
2019-09-27 06:46:31.736606
2019-09-27 06:51:31.837499
2019-09-27 06:56:31.938399
2019-09-27 07:01:32.039299
2019-09-27 07:06:32.140210
2019-09-27 07:11:32.241110
2019-09-27 07:16:32.342006
2019-09-27 07:21:32.443011
2019-09-27 07:26:32.543905
2019-09-27 07:31:32.644811
2019-09-27 07:36:32.745702
2019-09-27 07:41:32.846589
2019-09-27 07:46:32.947481
2019-09-27 07:51:33.048369
2019-09-27 07:56:33.149258
2019-09-27 08:01:33.217969
2019-09-27 08:06:33.318893
2019-09-27 08:11:33.419801
2019-09-27 08:16:33.520727
2019-09-27 08:21:33.538308
2019-09-27 08:26:33.639338
2019-09-27 08:31:33.740311
2019-09-27 08:36:33.841310
2019-09-27 08:41:33.856949
2019-09-27 08:46:33.957951
2019-09-27 08:51:34.058899
2019-09-27 08:56:34.159823
2019-09-27 09:01:34.260748
2019-09-27 09:06:34.361690
2019-09-27 09:11:34.462723
2019-09-27 09:16:34.563658
2019-09-27 09:21:34.664661
2019-09-27 09:26:34.765579
2019-09-27 09:31:34.866503
2019-09-27 09:36:34.967401
2019-09-27 09:41:35.068317
2019-09-27 09:46:35.169243
2019-09-27 09:51:35.270169
2019-09-27 09:56:35.371091
2019-09-27 10:01:35.430984
2019-09-27 10:06:35.531921
2019-09-27 10:11:35.632939
2019-09-27 10:16:35.733845
2019-09-27 10:21:35.834779
2019-09-27 10:26:35.935704
2019-09-27 10:31:36.036604
2019-09-27 10:36:36.137505
2019-09-27 10:41:36.238407
2019-09-27 10:46:36.339311
2019-09-27 10:51:36.440204
2019-09-27 10:56:36.541080
2019-09-27 11:01:36.641995
2019-09-27 11:06:36.742379
2019-09-27 11:11:36.843305
2019-09-27 11:16:36.944221
2019-09-27 11:21:37.045136
2019-09-27 11:26:37.146040
2019-09-27 11:31:37.246958
2019-09-27 11:36:37.251610
2019-09-27 11:41:37.352593
2019-09-27 11:46:37.453486
2019-09-27 11:51:37.554383
2019-09-27 11:56:37.655265
2019-09-27 12:01:37.756139
2019-09-27 12:06:37.857028
2019-09-27 12:11:37.957931
2019-09-27 12:16:38.058847
2019-09-27 12:21:38.117767
2019-09-27 12:26:38.218678
2019-09-27 12:31:38.319542
2019-09-27 12:36:38.420437
2019-09-27 12:41:38.521335
2019-09-27 12:46:38.622234
2019-09-27 12:51:38.723240
2019-09-27 12:56:38.824140
2019-09-27 13:01:38.925049
2019-09-27 13:06:39.022396
2019-09-27 13:11:39.123045
2019-09-27 13:16:39.224028
2019-09-27 13:21:39.324976
2019-09-27 13:26:39.425900
2019-09-27 13:31:39.526765
2019-09-27 13:36:39.627687
2019-09-27 13:41:39.728601
2019-09-27 13:46:39.829512
2019-09-27 13:51:39.930428
2019-09-27 13:56:40.031307
2019-09-27 14:01:40.132207
2019-09-27 14:06:40.233199
2019-09-27 14:11:40.334126
2019-09-27 14:16:40.435039
2019-09-27 14:21:40.535944
2019-09-27 14:26:40.636845
2019-09-27 14:31:40.737757
2019-09-27 14:36:40.838662
2019-09-27 14:41:40.939566
2019-09-27 14:46:41.040489
2019-09-27 14:51:41.141382
2019-09-27 14:56:41.242370
2019-09-27 15:01:41.343283
2019-09-27 15:06:41.444185
2019-09-27 15:11:41.545087
2019-09-27 15:16:41.645992
2019-09-27 15:21:41.746892
2019-09-27 15:26:41.847802
2019-09-27 15:31:41.948657
2019-09-27 15:36:42.049464
2019-09-27 15:41:42.150338
2019-09-27 15:46:42.251242
2019-09-27 15:51:42.352119
2019-09-27 15:56:42.453112
2019-09-27 16:01:42.553945
2019-09-27 16:06:42.654803
2019-09-27 16:11:42.755629
2019-09-27 16:16:42.856584
2019-09-27 16:21:42.957468
2019-09-27 16:26:43.058354
2019-09-27 16:31:43.159241
2019-09-27 16:36:43.260129
2019-09-27 16:41:43.360933
2019-09-27 16:46:43.461810
2019-09-27 16:51:43.562829
2019-09-27 16:56:43.663755
2019-09-27 17:01:43.706458
2019-09-27 17:06:43.807374
2019-09-27 17:11:43.908291
2019-09-27 17:16:44.009205
2019-09-27 17:21:44.032023
2019-09-27 17:26:44.133015
2019-09-27 17:31:44.188313
2019-09-27 17:36:44.289219
2019-09-27 17:41:44.347985
2019-09-27 17:46:44.448881
2019-09-27 17:51:44.549788
2019-09-27 17:56:44.650696
2019-09-27 18:01:44.674202
2019-09-27 18:06:44.775107
2019-09-27 18:11:44.876008
2019-09-27 18:16:44.976920
2019-09-27 18:21:45.077831
2019-09-27 18:26:45.178606
2019-09-27 18:31:45.279503
2019-09-27 18:36:45.380399
2019-09-27 18:41:45.481293
2019-09-27 18:46:45.582191
2019-09-27 18:51:45.683016
2019-09-27 18:56:45.783850
2019-09-27 19:01:45.884655
2019-09-27 19:06:45.985438
2019-09-27 19:11:46.086231
2019-09-27 19:16:46.154841
2019-09-27 19:21:46.184169
2019-09-27 19:26:46.231073
2019-09-27 19:31:46.331885
2019-09-27 19:36:46.432855
2019-09-27 19:41:46.533742
2019-09-27 19:46:46.634582
2019-09-27 19:51:46.735433
2019-09-27 19:56:46.836191
2019-09-27 20:01:46.937054
2019-09-27 20:06:47.037945
2019-09-27 20:11:47.138849
2019-09-27 20:16:47.239767
2019-09-27 20:21:47.273816
2019-09-27 20:26:47.374743
2019-09-27 20:31:47.437680
2019-09-27 20:36:47.538309
2019-09-27 20:41:47.639205
2019-09-27 20:46:47.740036
2019-09-27 20:51:47.840872
2019-09-27 20:56:47.941742
2019-09-27 21:01:48.042733
2019-09-27 21:06:48.143605
2019-09-27 21:11:48.152386
2019-09-27 21:16:48.253252
2019-09-27 21:21:48.354059
2019-09-27 21:26:48.454961
2019-09-27 21:31:48.555843
2019-09-27 21:36:48.656751
2019-09-27 21:41:48.757667
2019-09-27 21:46:48.843156
2019-09-27 21:51:48.944070
2019-09-27 21:56:49.044997
2019-09-27 22:01:49.145908
2019-09-27 22:06:49.179617
2019-09-27 22:11:49.280526
2019-09-27 22:16:49.381430
2019-09-27 22:21:49.482406
2019-09-27 22:26:49.583280
2019-09-27 22:31:49.684196
2019-09-27 22:36:49.785082
2019-09-27 22:41:49.885983
2019-09-27 22:46:49.986862
2019-09-27 22:51:50.087758
2019-09-27 22:56:50.188658
2019-09-27 23:01:50.289564
2019-09-27 23:06:50.390462
2019-09-27 23:11:50.491382
2019-09-27 23:16:50.592357
2019-09-27 23:21:50.693244
2019-09-27 23:26:50.794117
2019-09-27 23:31:50.894976
2019-09-27 23:36:50.995879
2019-09-27 23:41:51.096762
2019-09-27 23:46:51.197640
2019-09-27 23:51:51.298482
2019-09-27 23:56:51.399325
2019-09-28 00:01:51.500229
2019-09-28 00:06:51.601125
2019-09-28 00:11:51.702050
2019-09-28 00:16:51.745599
2019-09-28 00:21:51.846502
2019-09-28 00:26:51.947411
2019-09-28 00:31:52.048319
2019-09-28 00:36:52.149215
2019-09-28 00:41:52.250128
2019-09-28 00:46:52.351026
2019-09-28 00:51:52.451921
2019-09-28 00:56:52.552935
2019-09-28 01:01:52.653825
2019-09-28 01:06:52.754720
2019-09-28 01:11:52.855628
2019-09-28 01:16:52.956552
2019-09-28 01:21:53.057451
2019-09-28 01:26:53.158362
2019-09-28 01:31:53.179758
2019-09-28 01:36:53.280632
2019-09-28 01:41:53.381491
2019-09-28 01:46:53.482461
2019-09-28 01:51:53.583295
2019-09-28 01:56:53.684189
2019-09-28 02:01:53.785034
2019-09-28 02:06:53.885895
2019-09-28 02:11:53.986776
2019-09-28 02:16:54.087666
2019-09-28 02:21:54.188528
2019-09-28 02:26:54.289374
2019-09-28 02:31:54.390216
2019-09-28 02:36:54.452423
2019-09-28 02:41:54.553303
2019-09-28 02:46:54.654220
2019-09-28 02:51:54.755155
2019-09-28 02:56:54.856073
2019-09-28 03:01:54.956987
2019-09-28 03:06:55.057899
2019-09-28 03:11:55.158799
2019-09-28 03:16:55.259702
2019-09-28 03:21:55.360624
2019-09-28 03:26:55.461544
2019-09-28 03:31:55.562565
2019-09-28 03:36:55.663463
2019-09-28 03:41:55.764375
2019-09-28 03:46:55.865264
2019-09-28 03:51:55.966171
2019-09-28 03:56:56.067065
2019-09-28 04:01:56.167969
2019-09-28 04:06:56.268882
2019-09-28 04:11:56.369792
2019-09-28 04:16:56.470695
2019-09-28 04:21:56.571590
2019-09-28 04:26:56.672692
2019-09-28 04:31:56.773609
2019-09-28 04:36:56.874522
2019-09-28 04:41:56.975423
2019-09-28 04:46:57.076331
2019-09-28 04:51:57.177232
2019-09-28 04:56:57.278147
2019-09-28 05:01:57.379038
2019-09-28 05:06:57.479945
2019-09-28 05:11:57.503277
2019-09-28 05:16:57.604208
2019-09-28 05:21:57.705131
2019-09-28 05:26:57.806033
2019-09-28 05:31:57.906952
2019-09-28 05:36:58.007870
2019-09-28 05:41:58.108791
2019-09-28 05:46:58.146550
2019-09-28 05:51:58.247441
2019-09-28 05:56:58.348281
2019-09-28 06:01:58.449195
2019-09-28 06:06:58.550062
2019-09-28 06:11:58.650960
2019-09-28 06:16:58.751875
2019-09-28 06:21:58.852887
2019-09-28 06:26:58.953790
2019-09-28 06:31:59.054720
2019-09-28 06:36:59.155646
2019-09-28 06:41:59.256563
2019-09-28 06:46:59.357491
2019-09-28 06:51:59.458416
2019-09-28 06:56:59.559334
2019-09-28 07:01:59.660251
2019-09-28 07:06:59.761163
2019-09-28 07:11:59.862080
2019-09-28 07:16:59.963080
2019-09-28 07:22:00.064002
2019-09-28 07:27:00.164915
2019-09-28 07:32:00.265843
2019-09-28 07:37:00.366765
2019-09-28 07:42:00.467619
2019-09-28 07:47:00.568462
2019-09-28 07:52:00.669307
2019-09-28 07:57:00.770186
2019-09-28 08:02:00.871099
2019-09-28 08:07:00.907078
2019-09-28 08:12:01.001220
2019-09-28 08:17:01.102160
2019-09-28 08:22:01.203157
2019-09-28 08:27:01.304051
2019-09-28 08:32:01.404947
2019-09-28 08:37:01.505839
2019-09-28 08:42:01.519845
2019-09-28 08:47:01.620747
2019-09-28 08:52:01.721649
2019-09-28 08:57:01.822645
2019-09-28 09:02:01.923545
2019-09-28 09:07:02.024441
2019-09-28 09:12:02.125353
2019-09-28 09:17:02.226276
2019-09-28 09:22:02.327203
2019-09-28 09:27:02.428095
2019-09-28 09:32:02.500762
2019-09-28 09:37:02.601677
2019-09-28 09:42:02.702669
2019-09-28 09:47:02.803567
2019-09-28 09:52:02.885504
2019-09-28 09:57:02.986418
2019-09-28 10:02:03.087309
2019-09-28 10:07:03.188199
2019-09-28 10:12:03.289087
2019-09-28 10:17:03.389971
2019-09-28 10:22:03.490818
2019-09-28 10:27:03.591632
2019-09-28 10:32:03.692555
2019-09-28 10:37:03.793392
2019-09-28 10:42:03.894235
2019-09-28 10:47:03.995123
2019-09-28 10:52:04.095970
2019-09-28 10:57:04.196820
2019-09-28 11:02:04.297729
2019-09-28 11:07:04.398644
2019-09-28 11:12:04.498899
2019-09-28 11:17:04.599804
2019-09-28 11:22:04.700670
2019-09-28 11:27:04.801538
2019-09-28 11:32:04.902531
2019-09-28 11:37:05.003397
2019-09-28 11:42:05.104293
2019-09-28 11:47:05.205177
2019-09-28 11:52:05.306048
2019-09-28 11:57:05.406933
2019-09-28 12:02:05.507828
2019-09-28 12:07:05.608728
2019-09-28 12:12:05.709664
2019-09-28 12:17:05.810583
2019-09-28 12:22:05.911500
2019-09-28 12:27:06.012526
2019-09-28 12:32:06.113457
2019-09-28 12:37:06.214362
2019-09-28 12:42:06.315277
2019-09-28 12:47:06.416185
2019-09-28 12:52:06.517093
2019-09-28 12:57:06.617985
2019-09-28 13:02:06.718862
2019-09-28 13:07:06.819738
2019-09-28 13:12:06.920648
2019-09-28 13:17:07.021579
2019-09-28 13:22:07.122639
2019-09-28 13:27:07.222392
2019-09-28 13:32:07.323282
2019-09-28 13:37:07.424188
2019-09-28 13:42:07.525087
2019-09-28 13:47:07.625967
2019-09-28 13:52:07.726889
2019-09-28 13:57:07.824870
2019-09-28 14:02:07.925783
2019-09-28 14:07:08.026684
2019-09-28 14:12:08.127584
2019-09-28 14:17:08.228489
2019-09-28 14:22:08.329407
2019-09-28 14:27:08.430308
2019-09-28 14:32:08.531194
2019-09-28 14:37:08.632118
2019-09-28 14:42:08.733111
2019-09-28 14:47:08.834034
2019-09-28 14:52:08.934938
2019-09-28 14:57:09.035844
2019-09-28 15:02:09.136763
2019-09-28 15:07:09.237667
2019-09-28 15:12:09.338593
2019-09-28 15:17:09.429228
2019-09-28 15:22:09.530138
2019-09-28 15:27:09.631026
2019-09-28 15:32:09.731909
2019-09-28 15:37:09.832901
2019-09-28 15:42:09.933828
2019-09-28 15:47:10.034727
2019-09-28 15:52:10.135615
2019-09-28 15:57:10.236530
2019-09-28 16:02:10.337430
2019-09-28 16:07:10.438346
2019-09-28 16:12:10.539268
2019-09-28 16:17:10.640187
2019-09-28 16:22:10.731175
2019-09-28 16:27:10.832100
2019-09-28 16:32:10.834417
2019-09-28 16:37:10.935392
2019-09-28 16:42:11.036324
2019-09-28 16:47:11.137248
2019-09-28 16:52:11.238181
2019-09-28 16:57:11.339101
2019-09-28 17:02:11.431221
2019-09-28 17:07:11.532150
2019-09-28 17:12:11.633152
2019-09-28 17:17:11.734086
2019-09-28 17:22:11.739906
2019-09-28 17:27:11.840850
2019-09-28 17:32:11.941778
2019-09-28 17:37:12.042793
2019-09-28 17:42:12.143709
2019-09-28 17:47:12.244644
2019-09-28 17:52:12.345561
2019-09-28 17:57:12.446482
2019-09-28 18:02:12.492698
2019-09-28 18:07:12.593611
2019-09-28 18:12:12.694522
2019-09-28 18:17:12.795435
2019-09-28 18:22:12.896330
2019-09-28 18:27:12.997277
2019-09-28 18:32:13.098196
2019-09-28 18:37:13.199118
2019-09-28 18:42:13.266919
2019-09-28 18:47:13.367859
2019-09-28 18:52:13.468802
2019-09-28 18:57:13.569730
2019-09-28 19:02:13.670644
2019-09-28 19:07:13.771567
2019-09-28 19:12:13.872594
2019-09-28 19:17:13.973515
2019-09-28 19:22:14.074414
2019-09-28 19:27:14.175330
2019-09-28 19:32:14.276231
2019-09-28 19:37:14.377133
2019-09-28 19:42:14.478033
2019-09-28 19:47:14.578932
2019-09-28 19:52:14.679831
2019-09-28 19:57:14.780738
2019-09-28 20:02:14.881633
2019-09-28 20:07:14.982624
2019-09-28 20:12:15.083528
2019-09-28 20:17:15.184439
2019-09-28 20:22:15.285317
2019-09-28 20:27:15.386209
2019-09-28 20:32:15.487098
2019-09-28 20:37:15.588000
2019-09-28 20:42:15.688881
2019-09-28 20:47:15.789779
2019-09-28 20:52:15.890676
2019-09-28 20:57:15.991596
2019-09-28 21:02:16.006678
2019-09-28 21:07:16.107576
2019-09-28 21:12:16.204014
2019-09-28 21:17:16.304901
2019-09-28 21:22:16.385190
2019-09-28 21:27:16.486128
2019-09-28 21:32:16.587063
2019-09-28 21:37:16.687988
2019-09-28 21:42:16.788916
2019-09-28 21:47:16.889841
2019-09-28 21:52:16.909629
2019-09-28 21:57:17.010560
2019-09-28 22:02:17.111489
2019-09-28 22:07:17.191836
2019-09-28 22:12:17.292860
2019-09-28 22:17:17.393786
2019-09-28 22:22:17.494693
2019-09-28 22:27:17.595607
2019-09-28 22:32:17.696505
2019-09-28 22:37:17.797408
2019-09-28 22:42:17.898308
2019-09-28 22:47:17.999229
2019-09-28 22:52:18.100140
2019-09-28 22:57:18.201072
2019-09-28 23:02:18.302016
2019-09-28 23:07:18.403031
2019-09-28 23:12:18.503947
2019-09-28 23:17:18.604868
2019-09-28 23:22:18.705789
2019-09-28 23:27:18.806703
2019-09-28 23:32:18.907611
2019-09-28 23:37:19.008529
2019-09-28 23:42:19.109428
2019-09-28 23:47:19.210306
2019-09-28 23:52:19.311165
2019-09-28 23:57:19.412062
2019-09-29 00:02:19.513066
2019-09-29 00:07:19.563276
